id,transcription
71261,d ɪ ə h ʁ ɑ ɡ ɹ̩ ts ɛ ɾ ts ɑ b̞ ə ts ʌ n d ɪ ə h ɑ b a ɪ tʰ ɪ n ð ɛ ɹ d ɟ ɪ t a j n d ð ɛ ɪ z k ɹ ø n tʰ i g ɨ m a j n d ts e j n v i z ə m ə d ts ɯ k ə m t ɛ ɹ m ɛ n ʃ ə n i t̪ʰ i ɑ ɹ b ɒ tʰ ә ŋ uə ɾ ɒ t ɨ ɪ t ə m ɛ n ʃ ə n ʌ v ʌ b ɹ̩ d s ɛ n tʰ ə n ɪ n ð ɛ t̪ʰ ə iː t a j l v ɹ̩ d ɔ ɹ ɾ ə ɑ b iː s t ə s ə s l ɯ ɹ æ b ɹ̩ m ʌ n k ɹ̩ t ɒ d e j n tʰ ə n ɯ m ʌ ɹ̩ d ɪ f ʁ a j ɾ g æ z ʌ k ə m ɒ j d ɪ θ ɒ d ʌ ð ɒ ɹ ð ə ʀ ɨ b̥ ɹ̩ ʌ ɹ b̥ iː t͡ʃʲ iː m ɤ ɒ j n ə ts u k ʌ m f t æ n d ɪ d ɪ g iː t a j m v ɛ ɾʲ iː tʰ ts ə ɒ j b̥ a w tʰ ə n f ʁ ɔ ɹ s t ə n k l œ n t ɹ̩ b̥ a j ð ɪ s ɪ ʃ f ɛ s ʌ b̞ a j æ n θ w ʌ tʰ ә ɳ iː ɕ j ɑ ɹ ɾ ɤ j ɑ ɹ n ɛ t ɹ̩ k ə n tɕʰ ɹ ə m iː n ə tʰ ʔ ɒ b̞ ə tʰ b̥ ɪ n s ɾʲ iː t͡ɕ iː t ɒ j l n b̥ ɨ ɾʲ ɪ s p uə ɑ ɹ s t ɛ ɔ ɹ ә n t ɑ l̪ x ij i ɑ ɹ̩ n ɪ s̪ iː s b̥ a j ɾʲ ə h ɪ ɳ ɒ b̥ ɒ tʰ g e j v ə n dʲ iː j ʔ ɛ ɹ̩ f ɔ ɹ m ɛ n tɕʰ ə n z ʌ v j iː ʌ b̥ ɤ ʌ b̥ ʌ ʂ æ n f ɯ f ʌ l̪ ts ə l̪ dʲ ə ɟ iː t ɒ j ɻ ə n æ x ə m ɪ tʰ b̥ ə l v ɔ ɹ ə t h ɛ v ɹ̩ j u e ə n ɑ m w ɛ n æ ð ɹ̩ ʔ æ m iː ɤ z iː f ɒ g ə d t͡ʃʲ p iː ʁ ɪ ʃ ð ɛ ɹ t͡ʃʲ w i ɾ ɹ̩ ɕ u d ә ð ɛ ɹ zʲ ɛ s f ɑ m ɪ ʃ f ɔ m uə l d i ə t
71262,b̥ i ɒ ɪ ɴ æ n t i ɴ uə t̪ ts o ŋ ɴ a ð a kʰ a i l i ð ɹ̩ ʂ ʌ s t ɹ̩ dʲ i k ə ts ɹ̩ t͡ʃʲ ɔ f n uə t̪ ә t iː t͡ʃʲ a i ə ɾ ə b̞ iː ə ɾ t̪ t i k ɹ̩ i ə ɛ n f ɯ l ə f e l tʲ ɪ ɟ ɪ ə n f ɔ ɹ ʂ i d ə a t ɪ ɡ ə a l s ɯ ɔ n ә a s ə n f ʌ m ð ə n uə ɑ tʰ ts ə n ɔ n t ə d w i ɟ ɪ ɾ ʌ l ɒ tʰ ә d ɑ z s ɪ n d ə s pʲ ɯ p ɹ̩ m uː b̥ j u tʰ i l f ɹ ʌ m ɛ z ð æ ð ə f iː l ɹ̩ m ɛ n ʃ ə n d ɪ tʰ t i ð ɪ h m a ɑ ɹ d i n i d ɹ ʏ tʰ ɪ s t ɒ t ə f ʌ n zʲ i ə n iː ɟ ə tʰ i θ b̥ a n f ɹ uː s ə n v j ɛ tʰ ð æ n ɑ m n ɪ t̪ʰ ɪ m a j s ə l o j t ə d i d ɛ n f n iː ʃ ɑ ɹ ɾ ɪ ŋ b̤ u ð ə m ʌ n ɪ p ɑ ɹ x n ɤ x ɪ ɹ̩ ɳ ɛ n d ð æ n d ə h æ t ɛ k l æ x ʁ iː s t ɯ ʃ ʀ ʁ a j d ә n z ɪ n t̪ʰ u j ɪ n ɪ ŋ d i ɒ w tʰ m a j f l̪ o w k ɛ ʂ p ɑ ð æ ʁ ɪ ʃ t ɹ̩ ə p ɛ d ɪ ŋ w ə n w ʌ n ts iː f ə f ɯ b̞ ʌ zʲ m a j n ə ʌ b̞ ɹ̩ æ m ɪ k iː ð ɛ b̞ ɑ tʰ ɒ z ɒ x n ɑ x ə l a j tʰ d i j iː d u j i k i n ɑ tʰ s æ m æ d ə n ɑ n ә ʌ p uə ʁ ɹ f i f ɑ x ə n ts ɯ k ə m k l i ɹ tʲ i v ə n a w ә z t ɑ ɹ dʒ æ n ɾ ɯ ʂ i ɛ ʂ ɻ̩ p ɹ ʏ l ɛ s t ə k͡p̚ ə ɾ ɒ w ts ʌ f ɯ l j ə s ɔ f ɪ ʃ k ɹ ə s p ʁ e j s ə s tʲ æ ŋ k ɹ̩ w ɛ n m ʌ n ð æ n ɛ ɹ d i k ʁ ɔ s t ɹ̩ lʲ ɛ ɹ g z ʌ dʒ ə v l iː x m ɪ x f ə g ə s p ʌ z ð ə t ɒ i æ n a j n a tʰ n h æ t ɪ ŋ ɪ n z v æ k ts ɤ ɕ z ə ʌ n d ʌ z t n uə tʰ ts ɔ n ɹ̩ s̪ s ʌ x ɹ̩ ɪ n b̥ a j d ɒ v a j tʰ ɪ n k ʁ ɛ s ə s ʌ b̥ ɾ ø tʰ iː s k l e ŋ t ʌ b̥ ə s t æ n k ə d ʌ s ð ə j k ʌ tʰ j iː j æ tʰ j u ɾ h ɒ j ɑ f ə p ə tʰ d ɨ ts ʌ ɴ ð ɛ ɹ ɪ n t ɒ k ts ɔ̃ w l a w n d a w ɑ n t ə ʌ m ɤ s ɪ d m ʌ g ə z ʌ t ɹ̩ s̪ ð ə s ɛ ɾ ə k ɹ a t̪ʰ ɪ ŋ ɒ n æ n d s l i n t p ɾ ɑ ɹ ɾ ə m uə ɹ d ɪ l ɑ n ɑ ʁ k a j n ə ɾ ɪ s t i ɟ j iː ə a j z ɔ ʔ ɒ b̞ ɹ̩ ɯ ɨ d u j i p ɛ ʂ p l e x ə dʲ i m a j m ə t ɪ n h ʁ ɒ j t i d æ n d t͡ʃʲ ɛ t͡ʃʲ ə b̥ iː tʲ iː z ɔ̃ ŋ̟ k ɔ ɹ f uː ʌ n k ʌ n z ə n d t͡ʃʲ ʌ n z ɛ b̥ a tʰ ʔ j n t ʁ ɔ l̪ tʰ ә ə t w ɯ z b̞ ɑ ɹ u b̞ ɑ l z b̥ a tʰ ʔ n d ʁ ɑ l̪ tʰ ɪ ŋ u m ɔ ɹ s t s ɛ z ʂ ø n d ʌ s ɪ ɕ ɒ j n ɪ g iː ʊ s ɛ ŋ̟ ð ɛ ɑ m ɪ n tʂ ɹ̩ ɾ ɪ k j œ i ɪ n iː s p ʁ e j z ə n l ɛ k æ tʰ j u ɟ iː f ɨ d ð ʌ p tʲ i d͡ʒ m a j m f ʁ j n ʌ v k ʁ ɛ s ɹ ʁ ə l̪ lʲ ɪ ŋ œ̃ n ɪ ɕ m ɛ ɹ x ә h ɒ n k ɑ n t ə d ɤ j ɪ n z o n w ɑ z j n k t͡ʃʲ ə l i ɛ m n ɔ j ɪ t̪ b̥ ɒ t͡ʃʲ b̥ i iː ʔ ɒ j a w d ʌ n l i ʀ uə l̪ l ɹ i p ʌ t ɪ ʃ ɒ x l o w d i g e j v m d iː d i k ɛ ɹ n ɔ tʰ ts ə m b̥ i d n i l ɔ ɹ ɾ d ә n ʔ i v ɛ n t ɒ h ɹ̩ ij j ɑ j ɛ tʰ a j iː s t ə n z ð a ɹ m ʌ ts ɔ j u ɾ ə t̪ʰ ɯ l ə t ə s t ə ð ɪ tʰ ð ɛ s k æ n ʌ x a j s e j ɪ ŋ f ʌ m w uə d b̥ ɪ s p ɯ z ɔ ɹ n t ə ɑ ɪ f ɪ s ʌ m ij ɒ s ə s ʔ æ ɲ æ n d ʁ ɔ s ɛ k t ts o j k n d ɛ s ə n h ɒ n ɪ n tɕʰ iː l f e tʰ ɟ ɪ ʀ ɪ t͡ʃʲ s t ɔ̃ n ɑ tʰ f ʌ m t ɒ ɳ ɔ̃ n b̥ i v ɛ ɳ h ɒ t̪ e j n ð ə ʀ a j v ɔ ɹ ɾ ɛ f ɨ w ɛ n d ə k ɾ ʏ x ə d ɛ m ə tʰ ɔ ŋ̟ ɟ i n ɔ ә n p ʌ ɾ ə v j m ɒ dʒ m ɛ n tʂʰ ə n
71263,h ɛ ʀ m i d a s ɪ s a ʊ x n ɪ x ɡ a n ts a ɪ n f ɑ ʁ f ɹ̩ m ɪ x ts uː b̞ ɑ ɾ f ɔ t ə n t ə n d iː p uə ɾ lʲ i t ɪ ʂ uː b ɪ t a j d i g o n uː ŋ̟ ɟ ɒ j ɒ s t e ʃ a l̪ f j iː d ɪ ɴ f ɒ ɴ ð ɔ ð uə tʂ ɪ ð ɒ j a ð e ɕ tʲ i iː s̪ θ æ n f iː j e d ɪ iː t̪ʰ iː ɰ b̤ uə l lʲ e d e ʂ iː p ɪ t ɒ j d iː j iː tʂ ɔ n ә ð ɒ ð e iː ɴ ð æ j ð e ʃ m iː f ɔ ʂ ʃ iː ɴ ɪ ɳ f a j ә ð n uː p a t ɒ j ɯ ɴ ʌ k͡p̚ ɨ z a t͡ɕ ә ɴ k o uə p t͡ɕ j iː x ɔ ŋ̟ b æ ɲ ә k t̪ʰ ij j a ɴ ts uə ʂ ʃ k͡p̚ iː j iː s̪ ɪ m ɴ ɔ ɴ ә tʂ ʌ n ә m ɯ ɴ j a d ʌ θ e s̪ ɪ m ʔ j a ɴ b iː s̪ iː ɴ ʔ æ z o l̪ ә d ә m ð ɪ b e k s̪ ɛ m iː j ʔ a l̪ ә s̪ ɒ j a ʂ ɛ ɴ ɒ ɪ z e tʂ ɔ ʁ m a t e ʃ o ɴ n tʂ a n e s t̪ ɒ n iː ɕ m e d ɒ s̪ b a z ʔ æ ɲ ɴ ɡ̤ e ɕ d̪ iː ɟ æ s̪ tʲ iː ɡ̤ iː b ɪ t ɒ l iː b ɔ ŋ̟ a ә p ʌ ɾ i d iː ʏ ʃ ɪ ŋ tʂ e s k͡p̚ uə z ʌ m ʔ ɒ n v e pʰ ɒ f ә ɴ d ʌ ɾ ɒ
71264,ts ɒ s ɛ s ɛ n ɔ t̪ʰ ʏ uə ɕ j ɒ ʁ ʂ ә ʔ n ə z ɒ ʁ x ɻ̩ d iː j iː n iː ʃ iː m a ɴ ɔ ʁ t̪ ә ɯ ŋ uə ɒ ɕ iː ɴ m o s̪ t e ɒ p l uə o j s t ʔ ɒ f ә t ә b̤ l ɤ̆ t̪ t m ɒ ɴ n ɒ tʰ y ʏ ʂ ɻ̩ n iː ʃ m uə o t̪ e j z j e t̪ ɒ b ɒ b̞ æ n ɳ d ɒ z s̪ iː j iː n ɔ f t ɒ s̪ m ɒ ɴ d t̪ʰ i ɴ ʔ e b a j tʂ ʌ k͡p̚ æ j ɳ ɟ iː b e s̪ iː n iː ʃ e ɪ ɴ b æ tʰ a t b̞ œ ð y m ɒ n tʲ e n k tʲ i t͡ɕ m a ә ʔ ɒ w ә p a x ʏ tʂ ɹ uː j o ɾ uː n h i ɴ lʲ e ɴ n e s̪ t m ɒ ɳ ʌ p a j t̪ ɒ m o t̪ j i b̞ j i e b̤ ɪ a j b ә m s̪ b̞ a j f i ɴ ɡ ɡ̤ ɨ ɾ œ ɒ tʂ ʌ s̪ uə a ð a ʃ ɟ iː e ð ɒ f ә n ɒ l̪ ә aː ts ʌ ɒ t̪ʰ iː m uə ɖ̤ uː b̤ ɒ t̪ t͡ɕ iː j ɔ ɴ ɒ m ә ɛ n ɳ d ɨ ʂ uə ʏ tʲ e s̪ iː s̪ s iː j e m ʌ ɾ m o l̪ ә ɴ i j æ m uə s iː f ʏ l iː p ʌ z o ɴ tʰ ɒ tʂʰ ʁ ɒ ɪ ɕ ɴ ʌ ɴ ʌ ŋ
71265,d iː f ɑ ə ɡ j ɛ s ə ð ɨ b ɛ s t ɛ p t a s a l z ɛ s ɪ s t ɛ s t a t ə x ɪ x ð ə v ɪ x t ə f ɹ̩ ə x i n ɔ h ə b̞ i ts u ə h ɑ b ə n ɔ ɾ ə ɑ œ g ɛ lʲ ə ʁ ə ɑ b̞ iː ts a j m ə l i t s ə b ʂ ɛ f t ɪ ŋ æ m f l lʲ ɛ tʃ l i tʰ i z t ə ts a j n z ə h ɪ ɑ s k t iː m ts ɯ k œ n ə n ə l u m g ʊ d ʌ ŋ k l i ɕ u ɹ̩ v ɹ̩ m a s ɛ k t ɾ l ə iː ʃ uː a j l̪ ə ʃ n iː ɕ ʌ m ð ɪ x p ɑ l̪ tʰ f ʁ ʏ tʰ ə n z ə g o n ɛ s n ɑ tʰ ɪ n ʃ ø ɪ n θ ʏ d u f ɔ ɹ ð ɪ z ɪ n d͡ʒ iː v iː dʲ ɔ̃ ɹ m ʌ m h a j l ə d n ɹ ɪ s t ə m d ɔ ɹ n t ɹ̩ ɛ v ɛ n t ə ɒ ɾ ɔ l̪ x ʌ ts ə m ɔ n iː t ɤ l i t̪ʰ ij ʌ ŋ ɹ̩ ə ʌ b̞ ɹ̩ æ m ɑ b i iː ɛ s ɪ n t ɤ ɛ ɡ ə n d i m a j ɑ θ ə v ɪ s t ɪ x t æ ŋ k iː l m a j p ɨ b̞ ɛ sː j ɤ ə n s æ n d s m ɛ n ʃ ə n ð ɪ z ɪ n ɪ tʰ ə n s z d ɪ v ɪ n ɲ j æ t tʲ ɑ n ə d͡ʒ j æ n tsʰ ʁ ɒ b ɤ̆ tʰ ɑ n s t ɪ f ɪ ŋ ɟ j ɛ tʰ ɔ ʁ ð ə s ɑ ʂ ə g ɛ n ə tʰ ɔ n o n h ɒ b iː z ə n d u n iː s b ɒ x iː ɳ h ɒ t̪ n iː d iː j iː t̪ʰ iː s a j d ə f ɛ k t z ɔ n ɒ ɳ n æ ɲ g iː tʲ i h ɒ l̪ t ð ɒ t h iː t e t͡ʃ k ɒ j t ɑ w n t tʲ e s̪ ə ɪ n iː s̪ æ ɲ k ɪ ʃ ʔ a ɾ s a f m ɒ t ts o l̪ tʂ ʔ iː b̞ e t w ɨ o t̪ʰ œ tʂ ʏ ɪ b ɪ ʁ x ɒ ʃ o l̪ b i iː f a ɒ n ɟ a s̪ a j d e ɳ e ɕ e t̪ ɒ ʔ ɒ tʂʰ ɒ k͡p̚ s̪ uə tɕ i ɲ j ʌ ʔ a b ɒ b̞ ɒ j a
71266,æ n e l iː ʃ iː k l ɔ b iː t͡ʃʲ j œ j e tʰ k e ʌ ɳ ʔ a l ʌ ʃ ɒ ʁ ә m iː ɴ j ɒ ɳ ʔ a m ɒ ɕ m e ɴ ts ʌ f ɒ ɴ ʔ ɒ s ɔ l̪ ɳ ә ŋ ʃ ʔ æ ɡ ʌ m iː ʃ t̪ ɒ z ts uə a ʌ b e ð ʌ s̪ ɳ ɯ ɕ j ɒ ɾ k iː ɴ t ɛ ʔ ɒ ɲ g ɟ iː ɪ uə ʏ t̪ uə ɾ ʌ b̞ o iː ʃ t e s j ɛ l̪ s ʌ b̤ ð a b̞ a t̪ f ʁ ә l̪ l a iː ɴ n iː ʃ m e j a b æ s̪ ð iː j iː t͡ʃʲ t e z k͡p̚ ɪ l̪ j æ ɴ d ʌ b ʌ ɾ tʂʰ ɒ ɴ s̪ ɒ j ә b̤ ɒ t̪ ɒ s a ɡ̤ ɒ j ɒ o ɴ n ә b ɪ ʁ o m uː iː ʃ ɟ iː z ʌ ʂ p a x ә ɟ æ l ɪ iː l̪ j æ ɴ b uə z b̞ a iː j m ɤ̆ j ɴ e ɒ j g ɴ n ɯ ʃ p ɒ x ә s̪ j a l ɟ iː j b̞ iː ʔ e tʲ iː j iː ɴ d͡ʒ iː p ʁ ɒ x ә f ɒ t ts iː ɴ j e ɴ d ɳ e i j w t̪ ɪ ʁ s i ɴ k ɪ ʃ ʂ j y ʂ ɪ pʰ i t̪ b̤ ʌ ɾ a d ɒ b̞ ʌ ɴ n i h æ k͡p̚ ɔ ɳ æ ɴ a g e l iː m j e ɴ ɪ d ɨ ŋ̟ uː j uː b uə t͡ʃ ә b iː j iː b ɪ n j e s̪ ɛ ɳ n e d œ t͡ɕ ɻ̩ ɾ ʁ ɒ ʁ ә n ð ɒ a kʰ a ɴ d ij i a b a s̪ ɒ ɴ d͡ʒ ɒ iː z b̥ a s̪ l j e k ɒ n ɴ ʔ o ɴ t̪ʰ i h ɒ b a ɴ n e ʔ o b ɒ s ɒ ɕ iː k ʌ t s ɔ ɴ n d ʌ b ʌ ɳ n t͡ɕ y b ɪ l̪ lʲ iː ə iː g ɟ iː d ɪ ʔ ɒ ɴ tʰ uə ʂ p a ɒ ʂ ʌ ɴ ə ʂ ɯ ts ʌ ts ə ʂ ʌ ɴ tɕ i ɕ a o kʰ a o f a m ʌ t̪ʰ i ŋ uə a
71267,t ə m i lʲ i tʰ ə s lʲ ɪ sː ə ð æ n w ɑ z ɒ b̞ ɹ̩ g ɛ tʰ k a j n i p l ɪ ŋ f ɑ x ɪ n ð ɪ ʃ ɔ ɹ l ɾ ɹ̩ æ m ɪ z k ɪ b t ɛ d ə ŋ t iː b̥ i t ə d iː m ʃ ə n t ʁ i n d ə n ʌ v æ lʲ iː ɕː uə lʲ æ n d l ɪ s h æ t̪ t ɪ n m a j n ɔ l a j n ɹ̩ f ʊ tʰ b̥ ɑ x ɹ̩ ɻ̩ ts ɯ x ɹ̩ ɪ n ə m i ʌ n b̥ o w ɾ b̥ ə l o j d ə n d iː tɕʰ æ t n iː f ɔ tʰ w ɹ̩ ð ɛ tʰ l ə n s b̥ ɑ ɹ æ n d ʌ s m ʌ n d æ z ɪ n t ɹ ɛ s ɹ̩ ɒ m ə m lʲ æ n f ɔ lʲ iː ɛ t̪ʰ ʌ z m ʌ n d ɹ̩ ɪ n tʰ ʁ ɛ s̪ ɹ̩ æ m l ɔ ʁ iː tɕ iː ɹ iː s ɛ n d f ə l i d ɪ d g æ d i z ɪ s ə m ɛ d æ n w ʌ n ə ɡ̤ ɨ w ɑ s a j m t k ɪ m ð ɪ s ɹ̩ b̞ ə n i k ɑ t ɹ e j ɟ ə d ð æ x ə u n d ə n d tʲ ɪ z ɪ s h ɒ w s ɛ n iː t͡ʃʲ lʲ j a w n ɪ n f ʏ ʂ ə z f ʏ h ɑ ɹ b a j tʰ ɪ n d ɪ d i b̥ ɪ n ɔ ɹ d ʌ v ð ɛ n ɑ n d æ n t t͡ʃʲ i p i tʰ ɛ v iː lʲ ɛ d t ə f ɹ̩ g ɛ s m ə n ð ə s ɻ̩ ʂ t i z n ɪ s æ n d l lʲ i h æ v t æ n d ɹ̩ t ə ð ɪ p ɑ ɹ b̞ o j ɹ i b̥ j y d͡ʒ ɹ̩ l æ x ə n t ʁ ɪ t͡ʃʲ t ɪ n d iː n iː t͡ʃʲ m æ k t l ɛ z æ n p ʌ m ð ɛ n m æ n d ə z ɒ n b̥ ɒ ɾ tɕʰ y ɾ ɹ̩ ʔ ʌ n t͡ʃʲ p e j x t ə n ʌ ʁ ɒ n d ə ɪ l̪ l i ə p æ d f ɔ ɹ n ɹ ʌ p ɒ ɑ n ʃ u l d ð ɒ ɾ b̥ ʌ n iː s t e j tʰ ə s b̥ ɑ ɾ ʃ ø ɹ n m ɪ t ʁ ɔ j n tʰ ə n w ʌ n tʂ ɹ̩ z ɪ tʰ ə t ɑ l̪ lʲ ə t ɒ j tʰ g ə l i ð ə n ɛ b̞ ɹ̩ ɨ n ɑ x ɪ ŋ a j ɳ n ɑ ɯ m ɑ k uː d s f æ n s ɪ ɕ j ɑ n æ t s ɹ̩ h a p t ə ʃ ɔ ɹ tʰ ɹ̩ æ n ɛ z ə s t ɑ æ n ɛ n æ n d k ʁ ɑ tʰ ə p ʌ ŋ t ə v ɪ z ə n ə z ð ə j ɪ ɹ ʃ uə l lʲ ɹ̩ a j m tʲ i z ð ɛ n o w g iː ɾ ə ʃ k ɛ tʰ t h ɪ m ʌ n ə h ɛ d ɻ̩ tʰ k ɪ n t ʌ t ɑ n tʰ iː z f ɑ l̪ b̞ ɹ̩ l n o w t a j n ɳ æ ʌ n ɳ d ɹ̩ d tʲ ɪ ŋ d i ɔ̃ m ɒ j n ɔ m p ə θ i l ɑ d e m ə t͡ʃʲ p ɹ ɛ x ə n h i l a j d ɔ x ɨ ɪ v ɛ n t ə ɛ f ʏ z k ɑ ɹ l ɪ ʃ ə n tɕʰ i d ɾ iː g ɑ t͡ʃʲ ə ʔ œ n ɑ tʂʰ ɹ̩ v ʏ s n t d͡ʒ ɒ s t̪ ɪ x ə n f ɔ ɹ g i ɪ ŋ ʔ ɤ b̥ i ɹ uə tɕʰ ɪ t͡ʃʲ uə ɒ ə s n iː s ɒ b̞ a lʲ i z ə ð i z æ x ə l i b̞ ɑ n ɲ ə m a j f ɔ h ɒ l t ə n l iː ʃ uə ɹ lʲ ɒ tʰ ɹ̩ z ð ɪ s t ɯ m ə d ɪ ʃ ɒ w s k œ m ɛ s t ɑ n d ʌ s b̥ ɪ ŋ g ɪ tʰ s k æ n tʃ ə w ə l s ɑ x b̥ ʌ ɾʲ i æ z v i t̪ i ŋ s ɑ x t ə n ts æ x ə n
71268,ð ɛ s ɻ̩ z n ɛ tʰ æ z ɪ z ð ə h æ b s uə ɾ uə uː l t iː g iː m a j n ʌ v h ʌ ŋ f ʀ ɑ ɡ ə æ s̪ ɪ z n ɛ z m a n m ɪ s t̪ ɹ̩ m æ l ɪ n ɪ z ts uː tʃ t ə n p ʁ ɪ x t ɪ s ɛ d m ɑ x t ə n iː x t ʌ n iː k æ n ʌ v m i x t a ɴ kʰ ɔ̃ n m o n ə p ʁ ə z iː tɕ j ɔ ɹ n ʌ l h ɪ x k æ n d i v ɛ ɾ d t ə j u h ə ɟ ə z ɛ ɹ ɪ dʒ ʌ s t ə h ɹ̩ æ tʰ dʲ i z ə f ɔ ɹ ə n ð æ tʰ ɹ̩ æ m h ɑ b s ɛ x i zʲ ɑ s m e d i ə n ʔ iː t ə ɟ ɪ z ɛ ɹ t͡ʃʲ ɒ p t i f ɔ ɹ ɛ n d ɑ n b̥ ʌ tʰ m i ɹ f ɔ ɹ ð ə t y d j iː h æ d s ɯ x n ɪ tɕʰ k ʁ ɔ s ɑ ɹ t i ɑ ts ʌ m g ɔ l d m ɑ l ɛ s ʌ m s t e j t æ n g ɪ v ɛ n ə d ʌ v k ʏ n t͡ʃʲ iː t͡ʃʲ ð ɑ ɹ ɡ ə n tʲ i z ə ð k ʁ ɔ ɹ s ɹ̩ f ɔ ɹ ɪ n ð ə ɹ w u ŋ n j u æ n d s ɑ g ə ɾ ə p ɪ z ə ɹ ɪ ɾʲ iː ə m e j d i ə n k ə n ə t͡ʃʲ l i x p ɯ s t e j tʰ ɪ ŋ ʌ p ð ə t æ s ə s t ɪ ʃ ts o w ð ɪ s ɔ ɹ ɾ d ɑ b z n iː s ə l ɹ̩ z ð ɛ m l ɪ k b̥ a j d ð ə s n ɪ x w ʌ n l ɑ s ɪ ʃ æ n m lʲ ɪ k s t ə n z ɛ n ɾ w ɑ z ɑ n ts l ɔ ɹ ɒ t tː ɹ̩ n ə n æ t ɹ̩ iː t͡ʃʲ ɛ ɳ f ɔ tʰ ʔ o w b̥ ʌ l̪ z iː k æ n z i n d ɨ k ɯ m ɪ n t͡ʃʲ ɒ ɳ d ɨ f ʁ o ʏ n t ə n ts a j n iː t͡ʃʲ v a ɒ j s ɯ z ə s m iː ɕ t ɒ j m f ɔ x ʁ l̪ o z ɑ s n ɑ j u f ɤ b̥ ɒ ʔ ɤ
71269,zʲ ɒ ð ɪ s̪ ɒ j ɯ ɴ f a x ʔ iː ʃ ʏ j œ d b̥ ɪ z a l̪ ɾ t e l̪ lʲ e t s̪ iː m s̪ æ n ʂ ɒ ә ɴ d ɒ ʁ s̪ ʌ z m iː j a ә m a j m ɴ ɒ n ɳ ʔ o ɴ s̪ ɛ ɒ f ij ɴ ɒ ɴ tɕʰ a tʂ ɒ m iː t ʌ b ɤ̆ j t̪ ɒ t̪ʰ ɨ j s̪ ʌ ʔ a p s ɯ t͡ɕ o x ɔ n a f ʌ l̪ ɾ ɒ ʂ t ɒ ɾ p a p a b̤ ɒ ɴ ɒ j ʌ d ɒ ɴ ʁ k ɒ l̪ ә tʰ ә n ɪ l̪ e s ɛ ʁ s uə ð ɒ j t̪ʰ ә l lʲ j iː ŋ g ð iː j ɔ ʁ ð ɒ m ʌ a b̞ a ʔ iː ʃ b̤ œ ɾ ð iː d ɒ s̪ iː n b a ɳ iː ɴ m iː t̪ m æ n d j e j iː d ɪ m b a l ɨ d ð a j ɴ j e s t̪ ɪ m d uə j p iː j ɒ ә f t̪ʰ ɒ j ɯ ɴ j uː b ɒ ʂ ɒ n ʔ iː ts o uə s̪ ɒ j ð ɒ d iː ɕ ð u s̪ uː n h ɔ ʁ ɡ̤ ʌ ɾ ɒ ʂ ɴ z tɕ j e iː ɴ iː ɟ j æ t͡ɕ iː ɴ m b̤ uə œ ɾʲ ɒ b ʌ j t̪ʰ ɒ ә ɴ ɒ t̪ ә m a t͡ʃ ʌ m ɒ j n iː b ɪ l̪ j b̞ o ɴ ɒ j x o ŋ̟ ʔ æ s̪ ɪ l ɪ ɒ d ɪ m a ʂ ɻ̩ t e j æ ɴ pʰ iː ɕ ɹ̩
71270,ɪ x b̥ ɪ ə d ə n a l ə ts a ɪ ɛ t ə n ʀ a ɪ ɛ z ə n v a s ə n ɔ l w ɔ ʀ ʊ m n v ɛ ə lʲ ɪ x ɡ ɛ ə n ts e h ə n ts ʊ ə x ɔ d a s a l ə ts w ɪ s
71271,t ə f ɪ x t ɪ k s ə n æ n ə b̥ ɹ̩ ts ɯ n ts ə b̞ uː ɹ̩ s p ɪ ʃ ə n m ɛ n t͡ʃʲ ə t l i ɕ a w tʰ z ɔ l ɔ m ʌ n tʰ ɪ s t ɪ ŋ k ə ɾʲ i ʌ n m w ə z ɪ n t ə k ʌ m ə l ʀ u n d ə p ʁ e j ʃ ə n ɒ l s ɑ h ɹ̩ h æ n d ə l ɪ n ɒ w l ɡ ә ə n h ɯ ɹ ɔ ɹ d n tʰ ʌ m f æ tʰ ɒ l n ɤ ɹ̩ ʔ iː s t ɪ ŋ k ɹ̩ g ʌ n p æ s t ɯ s̪ w ɔ ɹ ð ə p æ s t ɯ z n iː t͡ʃʲ ʌ b̥ ɹ̩ d ɪ ɹ k ʌ n f a j lʲ ɹ̩ ɪ s t ɪ ŋ g iː ʃ t ʌ s ð ə s ɔ ɹ tʲ ɪ m ɛ n ʃ ə n ɪ m a ə ʌ v ʁ ɔ ŋ ɹ uː b̥ ə t ʀ ʌ ʁ t ə z n ɳ iː x t ə s t ɛ p s ɻ̩ ʂ t ə n d h iː ɔ n tʲ ɛ s i ə ɒ w d iː f tʰ ʁ ɒ l̪ l s b̥ ɒ x ə s ɹ̩
